id_matricula,fecha,observaciones
9218OIA,2011-10-30,improperly regulated lights
1405AOU,2011-08-26,No se especificaron observaciones
1286OEO,2012-01-24,"spoiled engine, windshield in poor condition, broken headlight"
7376AEU,2007-01-30,spoiled engine
8111EAA,2008-06-22,insufficient braking
7835UUA,2011-02-27,"defective bulb, insufficient braking"
8953EIU,2010-09-17,No se especificaron observaciones
4304AOI,2009-06-16,"excess smoke, broken hand brake"
1103EEA,2010-09-19,broken hand brake
0861EUI,2010-07-21,No se especificaron observaciones
1675EOA,2010-12-30,No se especificaron observaciones
1536UII,2008-07-26,spoiled engine
2452UEO,2009-06-26,"windshield in poor condition, cirulillo  of distribuitor failure"
2639AAA,2010-06-08,No se especificaron observaciones
5944EOE,2008-11-21,No se especificaron observaciones
5338IEI,2011-01-31,No se especificaron observaciones
6111IAI,2011-12-26,"improperly regulated lights, windshield in poor condition"
9683IIA,2011-10-26,improperly regulated lights
4741IOU,2009-01-28,damaged license plate
5740AUA,2010-09-14,No se especificaron observaciones
0504IUE,2010-07-21,windshield in poor condition
8828OIA,2009-09-20,No se especificaron observaciones
0716AUU,2008-06-24,"spoiled engine, damaged license plate"
6118UAA,2011-07-19,"windshield in poor condition, exhaust pipe"
4280EUI,2012-01-12,No se especificaron observaciones
6095EAE,2010-05-24,"damaged license plate, damaged chassis, cirulillo  of distribuitor failure"
8960AEO,2011-06-10,No se especificaron observaciones
2583UIO,2006-09-27,"damaged license plate, defective bulb, accessories not allowed"
4366UII,2006-09-22,"worn tires, improperly regulated lights"
9037UOU,2010-06-10,damaged chassis
3422AEU,2011-10-05,No se especificaron observaciones
7493AUE,2012-01-28,No se especificaron observaciones
6864AIU,2011-07-18,"excess smoke, broken hand brake"
9495AIA,2010-09-02,No se especificaron observaciones
4640EUA,2008-06-15,accessories not allowed
2072UIE,2011-11-24,worn tires
5023EII,2010-11-19,damaged license plate
1117IAU,2007-12-27,minor faults
5828EEE,2011-01-30,windshield in poor condition
2261EOI,2011-05-30,"damaged chassis, accessories not allowed"
2452UEO,2009-06-24,improperly regulated lights
7372AEU,2011-04-27,worn tires
2261EOI,2011-05-30,No se especificaron observaciones
4584IEO,2011-07-12,No se especificaron observaciones
9105UIU,2006-11-21,broken hand brake
1405AOU,2011-08-26,improperly regulated lights
9237OAU,2007-05-17,worn tires
1405AOU,2011-08-26,"spoiled engine, improperly regulated lights, exhaust pipe"
7163UUU,2010-09-29,"exhaust pipe, insufficient braking"
5154AEO,2010-05-21,No se especificaron observaciones
5806EUE,2006-09-20,defective bulb
4639AEE,2010-12-06,No se especificaron observaciones
5823AEO,2007-05-31,windshield in poor condition
0473AEO,2011-01-26,No se especificaron observaciones
9105UIU,2006-11-24,windshield in poor condition
2072UIE,2011-11-24,No se especificaron observaciones
9063AOI,2011-08-28,No se especificaron observaciones
5023EII,2010-10-30,No se especificaron observaciones
3346AOO,2010-07-17,broken hand brake
2877AIA,2008-01-30,No se especificaron observaciones
4166UOU,2006-12-31,damaged chassis
6560AII,2010-03-20,"worn tires, spoiled engine, minor faults"
9519OEE,2011-10-23,No se especificaron observaciones
2877AIA,2008-02-19,"minor faults, damaged chassis"
2685IAA,2010-09-08,"broken hand brake, cirulillo  of distribuitor failure"
1295IIA,2011-10-31,cirulillo  of distribuitor failure
9037UOU,2009-06-23,defective bulb
3242OEU,2007-12-27,broken headlight
4702OIA,2009-11-27,"spoiled engine, damaged chassis"
0098EUA,2008-06-30,"worn tires, insufficient braking"
7103OIU,2010-06-21,cirulillo  of distribuitor failure
9787IEE,2007-08-29,"worn tires, broken headlight"
6511IUE,2008-01-25,No se especificaron observaciones
8448OEU,2008-09-30,"damaged license plate, insufficient braking"
5387EAA,2008-06-27,"excess smoke, damaged chassis"
7121UAU,2009-09-09,"worn tires, insufficient braking"
2955AUA,2010-08-17,"worn tires, spoiled engine"
6206EOU,2010-06-18,"windshield in poor condition, exhaust pipe"
5831EEE,2009-12-29,No se especificaron observaciones
1329EUA,2007-01-31,No se especificaron observaciones
2639AAA,2010-06-08,No se especificaron observaciones
7789UAO,2008-08-24,"spoiled engine, defective bulb, broken headlight, exhaust pipe"
5806EUE,2006-10-17,"minor faults, broken headlight"
7919AEO,2011-10-22,No se especificaron observaciones
3451OIO,2008-12-27,"damaged chassis, broken headlight, insufficient braking"
8177AAO,2008-07-17,"improperly regulated lights, spoiled engine, damaged chassis"
3434AOI,2006-05-14,broken hand brake
5938AOI,2009-04-17,"excess smoke, damaged license plate"
0619IEO,2010-09-12,No se especificaron observaciones
1480EUA,2006-05-31,"worn tires, damaged license plate, broken headlight"
7372AEU,2006-04-28,No se especificaron observaciones
6061IUO,2006-10-29,No se especificaron observaciones
1369IUA,2011-10-16,accessories not allowed
5350OAE,2007-10-25,"damaged chassis, cirulillo  of distribuitor failure"
3422AEU,2011-10-05,No se especificaron observaciones
9534OIE,2008-08-30,"excess smoke, broken hand brake"
8668OEE,2008-11-23,"spoiled engine, exhaust pipe, broken hand brake"
3929OOO,2011-03-02,No se especificaron observaciones
0619IEO,2010-09-12,No se especificaron observaciones
7196EOI,2011-03-04,No se especificaron observaciones
1858UEA,2009-02-27,No se especificaron observaciones
5755OII,2008-11-18,"windshield in poor condition, cirulillo  of distribuitor failure"
6511IUE,2008-01-25,insufficient braking
7372OEI,2007-12-27,"worn tires, improperly regulated lights, insufficient braking"
1695OEI,2009-05-15,No se especificaron observaciones
0861EUI,2010-07-21,No se especificaron observaciones
2261EOI,2011-05-30,"damaged license plate, broken hand brake"
2877AIA,2008-02-18,"defective bulb, accessories not allowed"
9063AOI,2011-08-28,No se especificaron observaciones
4519AIU,2006-04-21,spoiled engine
4584IEO,2011-07-12,No se especificaron observaciones
3422AEU,2011-10-05,No se especificaron observaciones
1556IAI,2012-01-28,exhaust pipe
2970EUI,2011-08-28,"damaged license plate, cirulillo  of distribuitor failure"
1286OEO,2012-01-24,insufficient braking
5119AUI,2011-05-17,No se especificaron observaciones
3434AOI,2006-04-30,"excess smoke, minor faults, cirulillo  of distribuitor failure"
8953EIU,2010-09-17,No se especificaron observaciones
3295IOE,2010-11-02,No se especificaron observaciones
5853OII,2010-08-08,windshield in poor condition
0583EAA,2008-08-28,minor faults
5350OAE,2007-10-18,No se especificaron observaciones
9038OUI,2011-09-29,accessories not allowed
1858UEA,2011-02-23,"spoiled engine, excess smoke, damaged license plate"
2925UEO,2009-12-27,excess smoke
5279OUE,2007-03-29,worn tires
6111IAI,2008-12-28,"minor faults, damaged license plate"
4785UUA,2011-08-21,No se especificaron observaciones
8668OEE,2008-11-21,"improperly regulated lights, insufficient braking"
5844EIA,2010-11-22,spoiled engine
7919AEO,2011-10-22,No se especificaron observaciones
3523OOE,2011-08-30,"windshield in poor condition, damaged license plate"
6111IAI,2011-12-26,cirulillo  of distribuitor failure
7405UIU,2010-01-27,broken hand brake
9037UOU,2009-06-12,cirulillo  of distribuitor failure
6648AEO,2010-09-21,"improperly regulated lights, minor faults"
9200IIA,2010-11-26,"damaged license plate, cirulillo  of distribuitor failure"
5991OAE,2007-05-26,"defective bulb, insufficient braking"
2261EOI,2007-05-31,worn tires
2893EII,2006-12-27,"broken headlight, insufficient braking"
1858UEA,2011-02-23,damaged license plate
3667IIE,2007-05-20,minor faults
1306OEE,2007-02-26,"excess smoke, defective bulb"
0772EOE,2011-07-13,No se especificaron observaciones
2685IAA,2010-08-26,broken hand brake
2685IAA,2010-09-14,"windshield in poor condition, damaged chassis, exhaust pipe"
3202OUU,2007-12-31,broken hand brake
6511IUE,2008-01-17,excess smoke
8448OEU,2011-09-29,"windshield in poor condition, accessories not allowed"
6320UOU,2008-05-31,exhaust pipe
4734UAO,2011-02-25,No se especificaron observaciones
8177AAO,2008-07-12,"minor faults, windshield in poor condition, damaged license plate"
5338IEI,2011-01-31,No se especificaron observaciones
1858UEA,2011-02-23,defective bulb
6306III,2008-04-28,"windshield in poor condition, accessories not allowed, insufficient braking"
9037UOU,2009-05-30,"windshield in poor condition, insufficient braking"
9200IIA,2010-11-26,"defective bulb, broken headlight, accessories not allowed"
0020AUA,2007-01-29,excess smoke
0020AUA,2007-01-26,No se especificaron observaciones
5831EEE,2010-01-12,"worn tires, windshield in poor condition"
4584IEO,2011-07-12,No se especificaron observaciones
8533AOE,2009-11-07,"damaged chassis, insufficient braking"
5526UOU,2009-04-28,broken hand brake
2639AAA,2010-06-08,No se especificaron observaciones
9063AOI,2011-08-28,No se especificaron observaciones
8489EAU,2010-12-19,"excess smoke, windshield in poor condition"
9445OEU,2011-01-29,No se especificaron observaciones
1650OEI,2009-12-18,insufficient braking
9834EUO,2007-12-30,windshield in poor condition
2543OUU,2010-10-09,No se especificaron observaciones
5526UOU,2011-05-12,No se especificaron observaciones
5526UOU,2009-04-29,minor faults
0062OEA,2010-07-18,minor faults
5119EUA,2008-11-16,"minor faults, insufficient braking"
0861EUI,2010-07-21,No se especificaron observaciones
1117IAU,2008-01-22,"minor faults, broken hand brake"
6734OUU,2007-06-28,No se especificaron observaciones
4280EUI,2012-01-12,No se especificaron observaciones
3043OOI,2006-02-25,"broken hand brake, accessories not allowed"
2370AOA,2010-08-20,No se especificaron observaciones
2955AUA,2010-08-05,"damaged chassis, insufficient braking"
8775UUI,2011-08-16,No se especificaron observaciones
5823AEO,2007-05-22,windshield in poor condition
4702OIA,2009-11-22,improperly regulated lights
5137IUO,2011-11-26,windshield in poor condition
6206EOU,2010-06-27,"improperly regulated lights, windshield in poor condition, damaged license plate"
6864AIU,2010-07-19,"spoiled engine, excess smoke, damaged chassis, insufficient braking"
0383IOU,2010-04-29,No se especificaron observaciones
5863AII,2010-07-01,No se especificaron observaciones
3422AEU,2011-10-05,No se especificaron observaciones
3631IUU,2007-08-22,damaged chassis
4334OUU,2007-06-28,No se especificaron observaciones
4481IEE,2011-03-28,No se especificaron observaciones
4286AUA,2008-08-29,"broken headlight, cirulillo  of distribuitor failure"
3812EIU,2010-09-28,defective bulb
1117IAU,2008-01-22,"defective bulb, broken headlight"
0619IEO,2010-09-12,No se especificaron observaciones
5137IUO,2011-11-26,"damaged chassis, defective bulb, exhaust pipe"
5991OAE,2007-06-21,minor faults
4785UUA,2011-08-21,No se especificaron observaciones
6560AII,2010-03-28,"defective bulb, accessories not allowed"
0206OOE,2007-07-31,"defective bulb, insufficient braking"
9707OOI,2010-06-23,No se especificaron observaciones
3451OIO,2010-12-17,No se especificaron observaciones
0716AUU,2008-06-26,damaged chassis
7981IOE,2011-05-29,No se especificaron observaciones
0438IAO,2011-03-12,No se especificaron observaciones
7608OAU,2011-01-14,No se especificaron observaciones
4760AEE,2011-07-27,damaged license plate
9834EUO,2008-01-16,cirulillo  of distribuitor failure
0438IAO,2011-03-12,No se especificaron observaciones
4544UOU,2008-09-29,"worn tires, damaged license plate, exhaust pipe"
0398EUI,2011-04-24,exhaust pipe
3195EOU,2006-03-28,"worn tires, accessories not allowed"
9237OAU,2007-04-20,damaged chassis
5279OUE,2007-04-19,"windshield in poor condition, damaged license plate"
5755OII,2010-11-16,damaged chassis
7608OAU,2011-01-14,No se especificaron observaciones
6668OOO,2010-05-02,No se especificaron observaciones
7372AEU,2011-04-27,broken hand brake
7250EOE,2009-11-14,defective bulb
8140AOE,2010-04-30,No se especificaron observaciones
3422AEU,2011-10-05,No se especificaron observaciones
5119AUI,2011-05-17,No se especificaron observaciones
0383IOU,2010-04-29,No se especificaron observaciones
8668OEE,2008-11-29,"improperly regulated lights, broken headlight, cirulillo  of distribuitor failure"
9683IIA,2007-10-28,"damaged chassis, exhaust pipe"
1810AUI,2010-07-24,No se especificaron observaciones
7494UEU,2011-02-28,No se especificaron observaciones
4280EUI,2012-01-12,No se especificaron observaciones
8111EAA,2008-06-20,broken hand brake
6493OEA,2011-08-30,"excess smoke, improperly regulated lights, broken hand brake"
7493AUE,2012-01-28,exhaust pipe
0583EAA,2008-08-28,No se especificaron observaciones
3219AEO,2010-09-13,broken headlight
2639AAA,2010-06-08,No se especificaron observaciones
0020AUA,2007-01-24,minor faults
4334OUU,2007-06-26,"improperly regulated lights, windshield in poor condition"
4334OUU,2007-06-22,"spoiled engine, damaged chassis, broken hand brake"
3346AOO,2010-07-15,"excess smoke, exhaust pipe, broken hand brake"
5999AAI,2011-12-06,No se especificaron observaciones
4639AEE,2010-12-06,No se especificaron observaciones
5502UIE,2007-05-28,"windshield in poor condition, minor faults"
5938AOI,2009-03-30,windshield in poor condition
1536UII,2008-07-22,"windshield in poor condition, cirulillo  of distribuitor failure"
0946UOU,2006-08-30,"cirulillo  of distribuitor failure, insufficient braking"
0946UOU,2010-08-29,minor faults
8668OEE,2008-11-27,"excess smoke, minor faults"
2539EOE,2011-12-28,"excess smoke, broken hand brake"
5844EIA,2011-11-21,No se especificaron observaciones
2698UEA,2009-01-18,No se especificaron observaciones
9683IIA,2007-10-31,"spoiled engine, improperly regulated lights"
7372OEI,2007-12-24,defective bulb
2512UAA,2006-09-30,accessories not allowed
6279OUE,2010-01-11,"broken headlight, exhaust pipe"
3722EAE,2009-07-20,broken headlight
6829IOA,2006-05-23,spoiled engine
5828EEE,2011-01-30,No se especificaron observaciones
1130IOA,2008-09-30,spoiled engine
6206EOU,2010-06-18,improperly regulated lights
9445OEU,2011-01-29,damaged license plate
9778OEI,2006-06-26,No se especificaron observaciones
8489EAU,2011-12-15,"exhaust pipe, accessories not allowed"
4286AUA,2008-09-24,defective bulb
7696UOA,2010-08-01,No se especificaron observaciones
2970EUI,2011-08-28,windshield in poor condition
5999AAI,2011-12-06,No se especificaron observaciones
6493OEA,2007-08-31,spoiled engine
6292EIA,2010-12-26,No se especificaron observaciones
4166UOU,2010-12-29,No se especificaron observaciones
5938AOI,2009-04-13,"minor faults, accessories not allowed"
1717III,2006-08-29,defective bulb
7372OEI,2007-12-21,damaged license plate
7372AEU,2011-04-27,No se especificaron observaciones
6061IUO,2006-11-21,"spoiled engine, improperly regulated lights"
0718UUE,2011-03-18,No se especificaron observaciones
2458AEU,2010-08-26,damaged license plate
1497IUA,2008-02-18,No se especificaron observaciones
2512UAA,2006-09-25,damaged license plate
2512UAA,2006-09-27,improperly regulated lights
0716AUU,2010-06-17,defective bulb
5716IEO,2007-01-18,"worn tires, excess smoke"
9237OAU,2007-04-28,"windshield in poor condition, damaged license plate"
2512UAA,2010-09-22,insufficient braking
7493AUE,2012-01-28,exhaust pipe
1943OAO,2009-01-30,"damaged license plate, exhaust pipe, insufficient braking"
5853OII,2010-07-31,"windshield in poor condition, damaged license plate"
0504IUE,2010-07-21,"worn tires, defective bulb"
9519IEI,2011-11-26,No se especificaron observaciones
1943OAO,2009-01-26,No se especificaron observaciones
9038OUI,2011-09-29,No se especificaron observaciones
4741IOU,2009-01-25,"worn tires, accessories not allowed"
1244UEO,2009-06-16,No se especificaron observaciones
5999AAI,2011-12-06,No se especificaron observaciones
6464AIA,2008-11-25,"windshield in poor condition, minor faults, cirulillo  of distribuitor failure"
6560AII,2010-03-22,defective bulb
7919AEO,2011-10-22,No se especificaron observaciones
1072IOA,2010-07-27,No se especificaron observaciones
4304AOI,2009-06-16,"worn tires, improperly regulated lights"
1480EUA,2006-05-28,"worn tires, accessories not allowed"
7608OAU,2011-01-14,No se especificaron observaciones
9218OIA,2011-10-30,"minor faults, windshield in poor condition"
3346AOO,2011-07-14,spoiled engine
4741IOU,2009-01-27,worn tires
3797UOE,2011-03-27,"spoiled engine, insufficient braking"
2458AEU,2008-08-28,worn tires
7919AEO,2011-10-22,No se especificaron observaciones
1369OAU,2007-06-27,No se especificaron observaciones
2970EUI,2011-08-28,No se especificaron observaciones
6095EAE,2010-05-24,worn tires
4166UOU,2010-12-29,No se especificaron observaciones
3242OEU,2007-12-14,"worn tires, improperly regulated lights, windshield in poor condition"
9037UOU,2010-06-10,damaged license plate
3219AEO,2011-09-07,"excess smoke, damaged chassis, exhaust pipe"
5938AOI,2009-03-31,"excess smoke, damaged chassis, insufficient braking"
9038OUI,2011-09-29,"windshield in poor condition, broken headlight"
5863AII,2010-07-01,No se especificaron observaciones
5863AII,2010-07-01,No se especificaron observaciones
3797UOE,2011-03-27,exhaust pipe
8177AAO,2008-06-22,"excess smoke, exhaust pipe"
4280EUI,2012-01-12,No se especificaron observaciones
8953EIU,2010-09-17,No se especificaron observaciones
5831EEE,2010-01-09,accessories not allowed
5023EII,2011-11-11,minor faults
1480EUA,2006-05-29,"exhaust pipe, broken hand brake"
6205AIA,2010-06-26,"spoiled engine, improperly regulated lights, damaged chassis, exhaust pipe"
0609OUU,2011-10-29,No se especificaron observaciones
3523OOE,2011-08-30,excess smoke
5525OUO,2009-07-11,windshield in poor condition
9778OEI,2006-06-27,"worn tires, improperly regulated lights"
9200IIA,2010-11-26,broken hand brake
0703OEU,2006-09-26,"worn tires, spoiled engine, broken headlight"
4304AOI,2010-06-07,"windshield in poor condition, cirulillo  of distribuitor failure"
3667IIE,2007-05-18,cirulillo  of distribuitor failure
3295IOE,2010-11-02,No se especificaron observaciones
1244UEO,2009-06-29,worn tires
5716IEO,2007-01-14,broken hand brake
3812EIU,2010-09-28,"improperly regulated lights, damaged chassis, insufficient braking"
9336IIU,2010-11-17,"worn tires, exhaust pipe"
9495AIA,2010-09-02,No se especificaron observaciones
7196EOI,2011-03-04,No se especificaron observaciones
3434AOI,2006-05-19,"insufficient braking, broken hand brake"
6111IAI,2011-12-26,No se especificaron observaciones
0504IUE,2010-07-21,"improperly regulated lights, damaged license plate"
6464AIA,2010-11-16,insufficient braking
7919AEO,2011-10-22,No se especificaron observaciones
4166UOU,2010-12-29,"excess smoke, exhaust pipe, insufficient braking"
7163UUU,2010-10-18,excess smoke
9519IEI,2011-11-26,No se especificaron observaciones
4166UOU,2010-12-29,accessories not allowed
4166UOU,2010-12-29,broken hand brake
4333EUU,2011-01-04,damaged license plate
1131AOO,2008-07-26,No se especificaron observaciones
8140AOE,2010-04-30,No se especificaron observaciones
4366UII,2006-09-29,No se especificaron observaciones
8533AOE,2009-11-17,exhaust pipe
6279OUE,2011-01-05,improperly regulated lights
7163UUU,2010-09-28,insufficient braking
6818EAU,2010-04-28,"broken headlight, insufficient braking"
5290OEU,2009-11-13,No se especificaron observaciones
4519AIU,2006-04-29,broken headlight
2452UEO,2009-06-21,broken headlight
5823AEO,2007-05-23,windshield in poor condition
0861EUI,2010-07-21,No se especificaron observaciones
5863AII,2010-07-01,No se especificaron observaciones
3929OOO,2011-03-02,No se especificaron observaciones
8691OEI,2008-08-31,"improperly regulated lights, cirulillo  of distribuitor failure"
4166UOU,2010-12-29,"broken headlight, broken hand brake, accessories not allowed"
3434AOI,2006-04-25,worn tires
9787IEE,2007-08-27,worn tires
7372OEI,2007-12-25,defective bulb
0772EOE,2011-07-13,No se especificaron observaciones
0583EAA,2008-08-29,"minor faults, damaged chassis"
4166UOU,2006-12-31,defective bulb
6525AEI,2008-10-25,No se especificaron observaciones
7196EOI,2011-03-04,No se especificaron observaciones
1802IAU,2009-10-29,"excess smoke, insufficient braking"
8691OEI,2011-08-28,No se especificaron observaciones
9534OIE,2011-08-19,"minor faults, insufficient braking"
7789UAO,2008-08-27,insufficient braking
6205AIA,2009-06-27,defective bulb
6818EAU,2011-05-03,excess smoke
2583UIO,2006-09-22,"defective bulb, broken headlight, insufficient braking"
9218OIA,2011-10-30,worn tires
2955AUA,2010-08-07,"improperly regulated lights, defective bulb"
9707OOI,2010-06-23,No se especificaron observaciones
9200IIA,2010-11-26,"excess smoke, minor faults, broken hand brake"
2925UEO,2009-11-28,"excess smoke, defective bulb"
9105UIU,2006-11-22,"insufficient braking, cirulillo  of distribuitor failure"
5526UOU,2009-04-28,"damaged chassis, cirulillo  of distribuitor failure, accessories not allowed"
9787IEE,2007-08-22,spoiled engine
6279OUE,2011-01-05,"excess smoke, defective bulb, accessories not allowed"
0098EUA,2008-06-27,"windshield in poor condition, broken headlight"
0431UIE,2007-08-31,exhaust pipe
0946UOU,2010-08-29,"accessories not allowed, cirulillo  of distribuitor failure"
8472OIE,2009-06-29,damaged chassis
1536UII,2008-08-10,"spoiled engine, broken headlight"
6095EAE,2009-05-31,broken headlight
5023EII,2011-11-11,windshield in poor condition
7121UAU,2009-09-02,"improperly regulated lights, accessories not allowed"
7789UAO,2008-08-18,cirulillo  of distribuitor failure
0504IUE,2010-07-21,"improperly regulated lights, insufficient braking"
6560AII,2010-03-29,"spoiled engine, windshield in poor condition"
5526UOU,2011-05-12,"spoiled engine, cirulillo  of distribuitor failure"
5999AAI,2011-12-06,No se especificaron observaciones
1369IUA,2011-10-16,"worn tires, accessories not allowed"
5862IOU,2010-07-22,No se especificaron observaciones
5862IOU,2010-07-22,No se especificaron observaciones
1295IIA,2011-10-31,No se especificaron observaciones
7283OOE,2010-09-20,No se especificaron observaciones
0946UOU,2010-08-29,windshield in poor condition
0946UOU,2006-08-31,No se especificaron observaciones
0383IOU,2010-04-29,No se especificaron observaciones
0062OEA,2010-07-20,exhaust pipe
1103EEA,2010-09-19,windshield in poor condition
3451OIO,2010-12-17,"worn tires, insufficient braking"
6061IUO,2006-11-25,cirulillo  of distribuitor failure
0062OEA,2010-07-10,exhaust pipe
9834EUO,2007-12-26,accessories not allowed
5831EEE,2010-01-06,"damaged chassis, damaged license plate"
1556IAI,2008-01-31,"worn tires, excess smoke"
4280EUI,2012-01-12,No se especificaron observaciones
5119AUI,2011-05-17,No se especificaron observaciones
7981IOE,2011-05-29,No se especificaron observaciones
1369OAU,2011-06-23,No se especificaron observaciones
7196EOI,2011-03-04,No se especificaron observaciones
9534OIE,2011-08-19,"defective bulb, insufficient braking"
9534OIE,2011-08-19,"windshield in poor condition, cirulillo  of distribuitor failure"
2973AAI,2007-10-28,"improperly regulated lights, damaged license plate"
9519IEI,2011-11-26,No se especificaron observaciones
9507IIA,2011-03-26,No se especificaron observaciones
1405AOU,2011-08-26,"damaged chassis, insufficient braking"
8506OUO,2011-10-31,spoiled engine
6523AIO,2010-04-16,defective bulb
0342OEO,2006-08-30,No se especificaron observaciones
0566EAU,2010-08-17,No se especificaron observaciones
8691OEI,2008-08-30,broken headlight
3242OEU,2007-12-28,No se especificaron observaciones
7196EOI,2011-03-04,No se especificaron observaciones
5303EIO,2010-11-28,No se especificaron observaciones
4334OUU,2007-06-22,"minor faults, damaged chassis, broken hand brake"
2452UEO,2009-06-23,No se especificaron observaciones
6292EIA,2010-12-26,No se especificaron observaciones
5329UEU,2011-02-28,"damaged chassis, accessories not allowed"
0728IOU,2008-07-30,"improperly regulated lights, minor faults, cirulillo  of distribuitor failure"
9445OEU,2011-01-29,insufficient braking
7835UUA,2011-02-27,exhaust pipe
5863AII,2010-07-01,No se especificaron observaciones
0098EUA,2008-06-30,exhaust pipe
7981IOE,2011-05-29,No se especificaron observaciones
7919AEO,2011-10-22,No se especificaron observaciones
9733UAO,2011-10-29,"spoiled engine, windshield in poor condition"
0473AEO,2011-01-26,windshield in poor condition
7493AUE,2012-01-28,broken headlight
0122IIA,2006-12-25,"defective bulb, broken hand brake"
7696UOA,2010-08-01,No se especificaron observaciones
1295IIA,2011-10-31,"worn tires, accessories not allowed"
3667IIE,2007-04-25,"windshield in poor condition, damaged chassis"
6734OUU,2007-06-30,"spoiled engine, improperly regulated lights, damaged license plate"
9507AAI,2010-05-28,No se especificaron observaciones
5862IOU,2010-07-22,No se especificaron observaciones
7607OAA,2008-07-30,spoiled engine
0473AEO,2011-01-26,"worn tires, broken hand brake"
9495AIA,2010-09-02,No se especificaron observaciones
0020AUA,2011-01-19,worn tires
0383IOU,2010-04-29,No se especificaron observaciones
5290OEU,2009-11-19,No se especificaron observaciones
2539EOE,2008-12-29,"damaged chassis, broken headlight"
5279OUE,2007-04-18,"spoiled engine, cirulillo  of distribuitor failure"
3434AOI,2006-04-29,"cirulillo  of distribuitor failure, broken hand brake"
4639AEE,2010-12-06,No se especificaron observaciones
6880OUO,2012-01-14,"defective bulb, accessories not allowed"
5350OAE,2007-10-26,No se especificaron observaciones
6493OEA,2011-08-30,No se especificaron observaciones
1103EEA,2009-09-20,exhaust pipe
4702OIA,2010-11-14,"spoiled engine, defective bulb"
7372AEU,2006-04-29,No se especificaron observaciones
0398EUI,2010-04-25,No se especificaron observaciones
0772EOE,2011-07-13,No se especificaron observaciones
3204OUA,2010-08-29,broken headlight
5999AAI,2011-12-06,No se especificaron observaciones
1306OEE,2007-02-16,excess smoke
9495AIA,2010-09-02,No se especificaron observaciones
5828EEE,2011-01-30,damaged license plate
5716IEO,2007-01-13,spoiled engine
9237OAU,2007-04-20,defective bulb
7372AEU,2011-04-27,"damaged license plate, accessories not allowed"
8472OIE,2009-06-29,damaged license plate
0438IAO,2011-03-12,No se especificaron observaciones
4544UOU,2008-09-26,insufficient braking
3797UOE,2011-03-27,"broken headlight, insufficient braking"
4785UUA,2011-08-21,No se especificaron observaciones
5938AOI,2009-04-15,No se especificaron observaciones
5844EIA,2011-11-21,improperly regulated lights
7250EOE,2009-11-07,"damaged license plate, cirulillo  of distribuitor failure"
2583UIO,2006-09-20,No se especificaron observaciones
2685IAA,2010-09-12,"improperly regulated lights, cirulillo  of distribuitor failure"
1564AII,2009-03-31,broken headlight
7376AEU,2007-01-30,No se especificaron observaciones
5023EII,2010-11-21,damaged license plate
3667IIE,2007-04-29,minor faults
8686IUU,2006-11-21,"damaged license plate, cirulillo  of distribuitor failure, broken hand brake"
5408EII,2010-10-30,damaged chassis
4978AUI,2011-02-11,No se especificaron observaciones
0718UUE,2011-03-18,No se especificaron observaciones
2539EOE,2011-12-28,No se especificaron observaciones
9336IIU,2010-11-17,No se especificaron observaciones
1564AII,2011-03-16,"minor faults, damaged license plate"
7163UUU,2010-09-23,"worn tires, exhaust pipe"
3797UOE,2007-03-28,exhaust pipe
7121UAU,2009-09-04,"damaged license plate, exhaust pipe"
8775UUI,2011-08-16,No se especificaron observaciones
3523OOE,2011-08-30,"spoiled engine, improperly regulated lights, defective bulb"
4544UOU,2008-09-25,No se especificaron observaciones
3283IAA,2009-12-21,"improperly regulated lights, windshield in poor condition, exhaust pipe"
7405UIU,2010-02-12,damaged license plate
7919AEO,2011-10-22,No se especificaron observaciones
3523OOE,2011-08-30,"broken headlight, broken hand brake"
4734UAO,2011-02-25,No se especificaron observaciones
8177AAO,2008-06-27,improperly regulated lights
1717III,2006-08-26,"exhaust pipe, insufficient braking"
5387EAA,2008-07-18,No se especificaron observaciones
0431UIE,2007-08-23,"worn tires, cirulillo  of distribuitor failure"
3283IAA,2009-11-30,No se especificaron observaciones
3784IAO,2010-12-29,excess smoke
6864AIU,2011-07-18,spoiled engine
7250EOE,2009-10-23,damaged chassis
1131AOO,2008-08-14,windshield in poor condition
0206OOE,2007-07-27,No se especificaron observaciones
9834EUO,2007-12-25,minor faults
9519OEE,2008-10-30,defective bulb
6882IUI,2007-03-26,"windshield in poor condition, damaged license plate"
1497IUA,2008-01-27,"exhaust pipe, broken headlight"
8960AEO,2011-06-10,No se especificaron observaciones
2347OUI,2011-01-13,No se especificaron observaciones
5823AEO,2007-05-26,excess smoke
5823AEO,2007-05-25,cirulillo  of distribuitor failure
2877AIA,2008-02-16,windshield in poor condition
4280EUI,2012-01-12,No se especificaron observaciones
6891AIU,2010-06-05,No se especificaron observaciones
6206EOU,2010-06-30,improperly regulated lights
3043OOI,2006-02-23,broken headlight
6320UOU,2010-05-21,"worn tires, excess smoke"
3784IAO,2009-12-30,minor faults
1306OEE,2007-02-26,"damaged chassis, broken headlight"
8472OIE,2010-06-20,"excess smoke, minor faults, broken headlight"
1564AII,2009-03-19,"improperly regulated lights, damaged license plate, damaged chassis"
3283IAA,2009-12-20,cirulillo  of distribuitor failure
8775UUI,2011-08-16,No se especificaron observaciones
6648AEO,2010-09-09,No se especificaron observaciones
